"Komponente Nr.","Gerätename","Systemname","Service-Name","Service-Typ","Service-Klasse","Komponentenklasse","VMs","CPU","RAM (MB)","Storage (GB)"
"dkm-w10c-255","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-256","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-257","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-258","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-259","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-26","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-260","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-261","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-262","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-263","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-264","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-265","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-266","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-267","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-268","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-269","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-27","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-270","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-271","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-272","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-273","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-274","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-275","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-276","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-277","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-278","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-279","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"K-00001598","dkm2021-028","Mravikova Miroslava","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-280","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-281","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-282","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-283","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-284","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-285","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-286","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-287","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-288","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-289","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"K-00001599","dkm2021-029","Pelz Wolfgang","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-214","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-215","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-216","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-217","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-218","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-219","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-22","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-220","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-221","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-222","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-223","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-224","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-19","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-190","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-191","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-192","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-193","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-194","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-132","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-133","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-134","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-135","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-136","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-137","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-138","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-196","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-197","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-198","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-199","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-20","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-200","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-201","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-202","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-203","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-204","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-205","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-206","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-207","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-208","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-209","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-21","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-156","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-157","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-158","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-159","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-16","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-160","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-181","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-182","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-183","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-184","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-185","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-186","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-187","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-188","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-122","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-123","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-124","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-125","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-126","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-127","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-128","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-129","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-130","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-14","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-140","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-141","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-142","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-143","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-144","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-145","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-146","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-147","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-148","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-149","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-15","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-150","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-151","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-152","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-153","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-154","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-11","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-110","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-111","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-112","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-113","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-114","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-115","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"fsxvms-01","","Virtueller Client Dientl Franz","","","","Virtueller Client","0","0","0","0"
"fsxvms-02","","Virtueller Client Dientl Franz","","","","Virtueller Client","0","0","0","0"
"fsxvms-03","","Virtueller Client Dientl Franz","","","","Virtueller Client","0","0","0","0"
"H7-W7DKM-01","","Virtueller Client Dientl Franz","","","","Virtueller Client","0","0","0","0"
"NVpoolTest-1","","Virtueller Client Dientl Franz","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-117","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-118","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-119","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-12","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-120","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"K-00001669","dkm2021-099","Pitzl Andreas","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-10","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"K-00001670","dkm2021-100","Gruber Christian","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-101","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-102","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-103","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-104","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-105","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"K-00001655","dkm2021-085","Giovanell Kurt","","","","Virtueller Client","0","0","0","0"
"K-00001656","dkm2021-086","Posch Thomas","","","","Virtueller Client","0","0","0","0"
"K-00001657","dkm2021-087","Krupan Matthias","","","","Virtueller Client","0","0","0","0"
"K-00001658","dkm2021-088","Graf Jakob","","","","Virtueller Client","0","0","0","0"
"K-00001659","dkm2021-089","KS Gaenserndorf","","","","Virtueller Client","0","0","0","0"
"K-00001668","dkm2021-098","Kainer Franz","","","","Virtueller Client","0","0","0","0"
"K-00001660","dkm2021-090","Thuswalder Lara","","","","Virtueller Client","0","0","0","0"
"K-00001661","dkm2021-091","Schlager Andreas","","","","Virtueller Client","0","0","0","0"
"K-00001662","dkm2021-092","Goetzhaber Manuel","","","","Virtueller Client","0","0","0","0"
"K-00001663","dkm2021-093","Eggenhofer Jonas","","","","Virtueller Client","0","0","0","0"
"K-00001664","dkm2021-094","Lobnig Andreas","","","","Virtueller Client","0","0","0","0"
"K-00001665","dkm2021-095","Fuchs Reinhard","","","","Virtueller Client","0","0","0","0"
"K-00001666","dkm2021-096","Seferna Otmar","","","","Virtueller Client","0","0","0","0"
"K-00001667","dkm2021-097","Putz Markus","","","","Virtueller Client","0","0","0","0"
"K-00001645","dkm2021-075","Kauderer Beate","","","","Virtueller Client","0","0","0","0"
"K-00001646","dkm2021-076","Gallaun Kevin","","","","Virtueller Client","0","0","0","0"
"K-00001647","dkm2021-077","Schewzik Michael","","","","Virtueller Client","0","0","0","0"
"K-00001648","dkm2021-078","Kahlen Veronika","","","","Virtueller Client","0","0","0","0"
"K-00001649","dkm2021-079","Bloesel Eveline","","","","Virtueller Client","0","0","0","0"
"K-00001654","dkm2021-084","Reithofer-Kastenhuber Ulrike","","","","Virtueller Client","0","0","0","0"
"K-00001650","dkm2021-080","Bauer Iris","","","","Virtueller Client","0","0","0","0"
"K-00001651","dkm2021-081","ex Knapp Beatrix","","","","Virtueller Client","0","0","0","0"
"K-00001652","dkm2021-082","Pfeffer Helmut","","","","Virtueller Client","0","0","0","0"
"K-00001653","dkm2021-083","Leitner Christian","","","","Virtueller Client","0","0","0","0"
"K-00001633","dkm2021-063","Gosch Gerda","","","","Virtueller Client","0","0","0","0"
"K-00001634","dkm2021-064","Kneidinger Peter","","","","Virtueller Client","0","0","0","0"
"K-00001635","dkm2021-065","Huettl Peter","","","","Virtueller Client","0","0","0","0"
"K-00001636","dkm2021-066","Lehner Ernst","","","","Virtueller Client","0","0","0","0"
"K-00001637","dkm2021-067","Gfrerer Petra","","","","Virtueller Client","0","0","0","0"
"K-00001638","dkm2021-068","Kovarik Brigitte","","","","Virtueller Client","0","0","0","0"
"K-00001639","dkm2021-069","Groeller Roland","","","","Virtueller Client","0","0","0","0"
"dkm-w10c-07","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"K-00001640","dkm2021-070","Buschenreithner Christian","","","","Virtueller Client","0","0","0","0"
"K-00001641","dkm2021-071","Stelzer Gernot","","","","Virtueller Client","0","0","0","0"
"K-00001642","dkm2021-072","","","","","Virtueller Client","0","0","0","0"
"w10dkm09-02","","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"w10dkm09-03","","","","","","Virtueller Client","0","0","0","0"
"W10ANA-01","W10ANA-01","Virtueller Client Dientl Franz","","","","Virtueller Client","0","0","0","0"
"W10ANA-02","W10ANA-02","Wurzinger Karl","","","","Virtueller Client","0","0","0","0"
"W10ANA-03","W10ANA-03","Langer Ernest","","","","Virtueller Client","0","0","0","0"
"W10ANA-04","W10ANA-04","Weberndorfer Josef","","","","Virtueller Client","0","0","0","0"
"W10ANA-05","W10ANA-05","Püler Christoph","","","","Virtueller Client","0","0","0","0"
"W10ANA-06","W10ANA-06","Riepl Manfred","","","","Virtueller Client","0","0","0","0"
"K-00001621","dkm2021-051","Unterrainer Wilhelm","","","","Virtueller Client","0","0","0","0"
"K-00001622","dkm2021-052","Mocanu Veronica","","","","Virtueller Client","0","0","0","0"
"K-00001623","dkm2021-053","","","","","Virtueller Client","0","0","0","0"
"K-00001624","dkm2021-054","Wagner Patrick","","","","Virtueller Client","0","0","0","0"
"K-00001625","dkm2021-055","Staudigl Josef","","","","Virtueller Client","0","0","0","0"
"K-00001626","dkm2021-056","Windisch Nicole","","","","Virtueller Client","0","0","0","0"
"K-00001627","dkm2021-057","Berger Cornelia","","","","Virtueller Client","0","0","0","0"
"K-00001628","dkm2021-058","Bamlitschka Sabine","","","","Virtueller Client","0","0","0","0"
"K-00001629","dkm2021-059","Gugic Maria","","","","Virtueller Client","0","0","0","0"
"K-00001644","dkm2021-074","Stadlmayr Friedrich","","","","Virtueller Client","0","0","0","0"
"K-00001630","dkm2021-060","Klotz Bernhard","","","","Virtueller Client","0","0","0","0"
